Event key,Component key,Event path,Education level,Database query type,Affected table,Since,Legacy event,Component_pt,Event name_pt,Component_it,Event name_it,Component_fr,Event name_fr,Component_de,Event name_de,Component_ca,Event name_ca,Component_en,Event name_en,Component_es,Event name_es
LESSON_OVERRIDE_UPDATED,LESSON,\mod_lesson\event\user_override_updated,Teaching,update,lesson_overrides,2.9,,Lição,Exceção para Lição atualizada,Lezione,Aggiornata personalizzazione lezione,Leçon,Dérogation de leçon modifiée,Lektion,Lektionsüberschreibung aktualisiert,Lliçó,Excepció actualitzada,Lesson,Lesson override updated,Lección,Se ha actualizado la invalidación de la lección
COURSE_MODULE_INSTANCE_LIST_VIEWED,EXTERNAL_TOOL,\mod_lti\event\course_module_instance_list_viewed,Other,read,,2.7,,Ferramenta externa,Lista de instâncias do módulo de disciplina visualizada,Tool esterno,Visualizzato elenco istanze moduli corso,Outil externe,Liste d'instances de module de cours consultée,Externes Tool,Liste der Kursmodule angezeigt,LTI,Llista d'instàncies de mòduls de curs vistos,External tool,Course module instance list viewed,LTI,Instancia del módulo del curso visualizada
COURSE_MODULE_VIEWED,EXTERNAL_TOOL,\mod_lti\event\course_module_viewed,Participating,read,lti,2.7,,Ferramenta externa,Módulo de disciplina visualizado,Tool esterno,Visualizzato modulo corso,Outil externe,Module de cours consulté,Externes Tool,Kursmodul angezeigt,LTI,Mòdul de curs vist,External tool,Course module viewed,LTI,Módulo de curso visto
LTI_UNKNOWN_SERVICE_API_CALL,EXTERNAL_TOOL,\mod_lti\event\unknown_service_api_called,Other,read,,2.6,lti_unknown_service_api_call,Ferramenta externa,Serviço desconhecido de LTI no pedido a API.,Tool esterno,Chiamata servizio API LTI sconosciuta,Outil externe,API de service LTI inconnue appelée,Externes Tool,Unbekannter API-Aufruf für externes Tool,LTI,Crida API a servei de LTI desconegut,External tool,LTI unknown service API call.,LTI,Llamada de API a servicio LTI desconocido.
COURSE_MODULE_INSTANCE_LIST_VIEWED,PAGE,\mod_page\event\course_module_instance_list_viewed,Other,read,,2.7,,Página,Lista de instâncias do módulo de disciplina visualizada,Pagina,Visualizzato elenco istanze moduli corso,Page,Liste d'instances de module de cours consultée,Textseite,Liste der Kursmodule angezeigt,Pàgina,Llista d'instàncies de mòduls de curs vistos,Page,Course module instance list viewed,Página,Instancia del módulo del curso visualizada
COURSE_MODULE_VIEWED,PAGE,\mod_page\event\course_module_viewed,Participating,read,page,2.6,,Página,Módulo de disciplina visualizado,Pagina,Visualizzato modulo corso,Page,Module de cours consulté,Textseite,Kursmodul angezeigt,Pàgina,Mòdul de curs vist,Page,Course module viewed,Página,Módulo de curso visto
QUIZ_ATTEMPT_ABANDONED,QUIZ,\mod_quiz\event\attempt_abandoned,Participating,update,quiz_attempts,2.6,quiz_attempt_abandoned,Teste,Tentativa de Teste abandonada,Quiz,Abbandonato tentativo quiz,Test,Tentative de test abandonnée,Test,Testversuch aufgegeben,Qüestionari,S'ha abandonat l'intent del qüestionari,Quiz,Quiz attempt abandoned,Cuestionario,Intento abandonado
QUIZ_ATTEMPT_TIME_LIMIT_EXCEEDED,QUIZ,\mod_quiz\event\attempt_becameoverdue,Participating,update,quiz_attempts,2.6,quiz_attempt_overdue,Teste,Tempo limite da tentativa de Teste excedido,Quiz,Superato tempo limite tentativo quiz,Test,Durée limite de tentative de test dépassée,Test,Zeit für Testversuch überschritten,Qüestionari,S'ha excedit el límit de temps de l'intent del qüestionari,Quiz,Quiz attempt time limit exceeded,Cuestionario,Tiempo límite del cuestionario excedido
QUIZ_ATTEMPT_DELETED,QUIZ,\mod_quiz\event\attempt_deleted,Teaching,delete,quiz_attempts,2.7,,Teste,Tentativa de Teste eliminada,Quiz,Eliminato tentativo qiuz,Test,Tentative de test supprimée,Test,Testversuch gelöscht,Qüestionari,S'ha suprimit l'intent del qüestionari,Quiz,Quiz attempt deleted,Cuestionario,Intento del cuestionario eliminado
QUIZ_ATTEMPT_PREVIEW_STARTED,QUIZ,\mod_quiz\event\attempt_preview_started,Teaching,read,quiz_attempts,2.7,,Teste,Pré-visualização da tentativa de Teste iniciada,Quiz,Avviata anteprima tentativo quiz,Test,Prévisualisation de tentative de test commencée,Test,Vorschau des Testversuchs angezeigt,Qüestionari,Ha començat la previsualització de l'intent del qüestionari,Quiz,Quiz attempt preview started,Cuestionario,Vista previa del intento iniciada
QUIZ_ATTEMPT_REVIEWED,QUIZ,\mod_quiz\event\attempt_reviewed,Teaching,read,quiz_attempts,2.7,,Teste,Tentativa de Teste revista,Quiz,Effettuata revisione tentativo quiz,Test,Tentative de test relue,Test,Testversuch neu bewertet,Qüestionari,S'ha revisat l'intent del qüestionari,Quiz,Quiz attempt reviewed,Cuestionario,Intento del cuestionario revisado
QUIZ_ATTEMPT_STARTED,QUIZ,\mod_quiz\event\attempt_started,Participating,create,quiz_attempts,2.6,quiz_attempt_started,Teste,Tentativa de Teste iniciada,Quiz,Avviato tentativo quiz,Test,Tentative de test commencée,Test,Testversuch gestartet,Qüestionari,S'ha començat l'intent del qüestionari,Quiz,Quiz attempt started,Cuestionario,Ha comenzado el intento
QUIZ_ATTEMPT_SUBMITTED,QUIZ,\mod_quiz\event\attempt_submitted,Participating,update,quiz_attempts,2.6,quiz_attempt_submitted,Teste,Tentativa de Teste submetida,Quiz,Inviato tentativo quiz,Test,Tentative de test envoyée,Test,Testversuch eingereicht,Qüestionari,S'ha tramès l'intent del qüestionari,Quiz,Quiz attempt submitted,Cuestionario,Intento enviado
QUIZ_ATTEMPT_SUMMARY_VIEWED,QUIZ,\mod_quiz\event\attempt_summary_viewed,Teaching,read,quiz_attempts,2.7,,Teste,Sumário da tentativa de Teste visualizado,Quiz,Visualizzato riepilogo del quiz,Test,Résumé de tentative de test consulté,Test,Übersicht des Testversuchs angezeigt,Qüestionari,S'ha visualitzat el resum de l'intent del qüestionari,Quiz,Quiz attempt summary viewed,Cuestionario,Resumen del intento de cuestionario visualizado
QUIZ_ATTEMPT_VIEWED,QUIZ,\mod_quiz\event\attempt_viewed,Participating,read,quiz_attempts,2.7,,Teste,Tentativa de Teste visualizada,Quiz,Visualizzato tentativo quiz,Test,Tentative de test consultée,Test,Testversuch angezeigt,Qüestionari,S'ha visualitzat l'intent del qüestionari,Quiz,Quiz attempt viewed,Cuestionario,Intento de cuestionario visualizado
COURSE_MODULE_INSTANCE_LIST_VIEWED,QUIZ,\mod_quiz\event\course_module_instance_list_viewed,Other,read,,2.7,,Teste,Lista de instâncias do módulo de disciplina visualizada,Quiz,Visualizzato elenco istanze moduli corso,Test,Liste d'instances de module de cours consultée,Test,Liste der Kursmodule angezeigt,Qüestionari,Llista d'instàncies de mòduls de curs vistos,Quiz,Course module instance list viewed,Cuestionario,Instancia del módulo del curso visualizada
COURSE_MODULE_VIEWED,QUIZ,\mod_quiz\event\course_module_viewed,Participating,read,quiz,2.7,,Teste,Módulo de disciplina visualizado,Quiz,Visualizzato modulo corso,Test,Module de cours consulté,Test,Kursmodul angezeigt,Qüestionari,Mòdul de curs vist,Quiz,Course module viewed,Cuestionario,Módulo de curso visto
QUIZ_EDIT_PAGE_VIEWED,QUIZ,\mod_quiz\event\edit_page_viewed,Teaching,read,,2.7,,Teste,Página de edição de Teste visualizada,Quiz,Visualizzata pagina modifica quiz,Test,Page de modification de test consultée,Test,Testbearbeitungsseite angezeigt,Qüestionari,S'ha visualitzat la pàgina d'edició del qüestionari,Quiz,Quiz edit page viewed,Cuestionario,Página de edición del cuestionario visitada
QUIZ_OVERRIDE_CREATED,QUIZ,\mod_quiz\event\group_override_created,Teaching,create,quiz_overrides,2.7,,Teste,Exceção para Teste criada,Quiz,Creata personalizzazione quiz,Test,Dérogation de test créée,Test,Testüberschreibung angelegt,Qüestionari,S'ha creat l'excepció al qüestionari,Quiz,Quiz override created,Cuestionario,Anular cuestionario creado
QUIZ_OVERRIDE_DELETED,QUIZ,\mod_quiz\event\group_override_deleted,Teaching,delete,quiz_overrides,2.7,,Teste,Exceção para Teste eliminada,Quiz,Eliminata personalizzazione quiz,Test,Dérogation de test supprimée,Test,Testüberschreibung gelöscht,Qüestionari,S'ha suprimit l'excepció del qüestionari,Quiz,Quiz override deleted,Cuestionario,Quiz override deleted
QUIZ_OVERRIDE_UPDATED,QUIZ,\mod_quiz\event\group_override_updated,Teaching,update,quiz_overrides,2.7,,Teste,Exceção para Teste atualizada,Quiz,Eliminata personalizzazione quiz,Test,Dérogation de test modifiée,Test,Testüberschreibung aktualisiert,Qüestionari,S'ha actualitzat l'excepció del qüestionari,Quiz,Quiz override updated,Cuestionario,Quiz override updated
QUESTION_MANUALLY_GRADED,QUIZ,\mod_quiz\event\question_manually_graded,Teaching,create,question,2.7,,Teste,Pergunta avaliada manualmente,Quiz,Valutata domanda manualmente,Test,Question évaluée manuellement,Test,Frage manuell bewertet,Qüestionari,S'ha qualificat manualment la pregunta,Quiz,Question manually graded,Cuestionario,Pregunta calificada manualmente
QUIZ_REPORT_VIEWED,QUIZ,\mod_quiz\event\report_viewed,Teaching,read,,2.7,,Teste,Relatório de Teste visualizado,Quiz,Visualizzato report quiz,Test,Rapport de test consulté,Test,Testbericht angezeigt,Qüestionari,S'ha visualitzat l'informe del qüestionari,Quiz,Quiz report viewed,Cuestionario,Informe de cuestionario visto
QUIZ_OVERRIDE_CREATED,QUIZ,\mod_quiz\event\user_override_created,Teaching,create,quiz_overrides,2.7,,Teste,Exceção para Teste criada,Quiz,Creata personalizzazione quiz,Test,Dérogation de test créée,Test,Testüberschreibung angelegt,Qüestionari,S'ha creat l'excepció al qüestionari,Quiz,Quiz override created,Cuestionario,Anular cuestionario creado
QUIZ_OVERRIDE_DELETED,QUIZ,\mod_quiz\event\user_override_deleted,Teaching,delete,quiz_overrides,2.7,,Teste,Exceção para Teste eliminada,Quiz,Eliminata personalizzazione quiz,Test,Dérogation de test supprimée,Test,Testüberschreibung gelöscht,Qüestionari,S'ha suprimit l'excepció del qüestionari,Quiz,Quiz override deleted,Cuestionario,Quiz override deleted
QUIZ_OVERRIDE_UPDATED,QUIZ,\mod_quiz\event\user_override_updated,Teaching,update,quiz_overrides,2.7,,Teste,Exceção para Teste atualizada,Quiz,Eliminata personalizzazione quiz,Test,Dérogation de test modifiée,Test,Testüberschreibung aktualisiert,Qüestionari,S'ha actualitzat l'excepció del qüestionari,Quiz,Quiz override updated,Cuestionario,Quiz override updated
COURSE_MODULE_INSTANCE_LIST_VIEWED,FILE,\mod_resource\event\course_module_instance_list_viewed,Other,read,,2.7,,Ficheiro,Lista de instâncias do módulo de disciplina visualizada,Risorsa,Visualizzato elenco istanze moduli corso,Fichier,Liste d'instances de module de cours consultée,Datei,Liste der Kursmodule angezeigt,Fitxer,Llista d'instàncies de mòduls de curs vistos,File,Course module instance list viewed,Recurso,Instancia del módulo del curso visualizada
COURSE_MODULE_VIEWED,FILE,\mod_resource\event\course_module_viewed,Participating,read,resource,2.7,,Ficheiro,Módulo de disciplina visualizado,Risorsa,Visualizzato modulo corso,Fichier,Module de cours consulté,Datei,Kursmodul angezeigt,Fitxer,Mòdul de curs vist,File,Course module viewed,Recurso,Módulo de curso visto
ATTEMPT_DELETED,SCORM_PACKAGE,\mod_scorm\event\attempt_deleted,Teaching,delete,,2.7,,Pacote SCORM,Tentativa eliminada,Pacchetto SCORM,Eliminato tentativo,Paquetage SCORM,Tentative supprimée,Lernpaket,Versuch gelöscht,Paquet SCORM,S'ha suprimit l'intent,SCORM package,Attempt deleted,Paquete SCORM,Intento eliminado
COURSE_MODULE_INSTANCE_LIST_VIEWED,SCORM_PACKAGE,\mod_scorm\event\course_module_instance_list_viewed,Other,read,,2.7,,Pacote SCORM,Lista de instâncias do módulo de disciplina visualizada,Pacchetto SCORM,Visualizzato elenco istanze moduli corso,Paquetage SCORM,Liste d'instances de module de cours consultée,Lernpaket,Liste der Kursmodule angezeigt,Paquet SCORM,Llista d'instàncies de mòduls de curs vistos,SCORM package,Course module instance list viewed,Paquete SCORM,Instancia del módulo del curso visualizada
COURSE_MODULE_VIEWED,SCORM_PACKAGE,\mod_scorm\event\course_module_viewed,Participating,read,scorm,2.7,,Pacote SCORM,Módulo de disciplina visualizado,Pacchetto SCORM,Visualizzato modulo corso,Paquetage SCORM,Module de cours consulté,Lernpaket,Kursmodul angezeigt,Paquet SCORM,Mòdul de curs vist,SCORM package,Course module viewed,Paquete SCORM,Módulo de curso visto
INTERACTIONS_VIEWED,SCORM_PACKAGE,\mod_scorm\event\interactions_viewed,Teaching,read,,2.7,,Pacote SCORM,Interações visualizadas,Pacchetto SCORM,Visualizzata interazione,Paquetage SCORM,Interactions consultées,Lernpaket,Interaktionen angezeigt,Paquet SCORM,S'han mostrat les interaccions,SCORM package,Interactions viewed,Paquete SCORM,Interacciones visualizadas
REPORT_VIEWED,SCORM_PACKAGE,\mod_scorm\event\report_viewed,Teaching,read,,2.7,,Pacote SCORM,Relatório visualizado,Pacchetto SCORM,Visualizzato report,Paquetage SCORM,Rapport consulté,Lernpaket,Bericht angezeigt,Paquet SCORM,S'han mostrat els informes,SCORM package,Report viewed,Paquete SCORM,Reporte visualizado
SCO_LAUNCHED,SCORM_PACKAGE,\mod_scorm\event\sco_launched,Participating,read,scorm_scoes,2.7,,Pacote SCORM,Sco executado,Pacchetto SCORM,Lanciato SCO,Paquetage SCORM,SCO lancé,Lernpaket,Sco gestartet,Paquet SCORM,S'ha llançat l'SCO,SCORM package,Sco launched,Paquete SCORM,Sco iniciado
SUBMITTED_SCORM_RAW_SCORE,SCORM_PACKAGE,\mod_scorm\event\scoreraw_submitted,Participating,update,scorm_scoes_track,3.1,,Pacote SCORM,Nota bruta do SCORM submetida,Pacchetto SCORM,Inviato punteggio SCORM grezzo,Paquetage SCORM,Score brut SCORM envoyé,Lernpaket,Übermittelte Punktzahl des Lernpakets,Paquet SCORM,Submitted SCORM raw score,SCORM package,Submitted SCORM raw score,Paquete SCORM,Enviada puntuación bruta SCORM
SUBMITTED_SCORM_STATUS,SCORM_PACKAGE,\mod_scorm\event\status_submitted,Participating,update,scorm_scoes_track,3.1,,Pacote SCORM,Estado do SCORM submetido,Pacchetto SCORM,Inviato stato SCORM,Paquetage SCORM,Statut SCORM envoyé,Lernpaket,Übermittelter Status des Lernpakets,Paquet SCORM,Submitted SCORM status,SCORM package,Submitted SCORM status,Paquete SCORM,Enviado estatus SCORM
TRACKS_VIEWED,SCORM_PACKAGE,\mod_scorm\event\tracks_viewed,Teaching,read,,2.7,,Pacote SCORM,Dados de percurso do pacote SCORM visualizados,Pacchetto SCORM,Visualizzato tracciamento,Paquetage SCORM,Traces consultées,Lernpaket,Tracks angezeigt,Paquet SCORM,Pistes mostrades,SCORM package,Tracks viewed,Paquete SCORM,Visualizado rastreos
USER_REPORT_VIEWED,SCORM_PACKAGE,\mod_scorm\event\user_report_viewed,Teaching,read,,2.7,,Pacote SCORM,Relatório de utilizador visualizado,Pacchetto SCORM,Visualizzato report utente,Paquetage SCORM,Rapport utilisateur consulté,Lernpaket,Nutzerbericht angezeigt,Paquet SCORM,S'ha mostrat l'informe de l'usuari,SCORM package,User report viewed,Paquete SCORM,Reporte del usuario visualizado
COURSE_MODULE_INSTANCE_LIST_VIEWED,SURVEY,\mod_survey\event\course_module_instance_list_viewed,Other,read,,2.7,,Inquérito predefinido,Lista de instâncias do módulo de disciplina visualizada,Sondaggio,Visualizzato elenco istanze moduli corso,Consultation,Liste d'instances de module de cours consultée,Umfrage,Liste der Kursmodule angezeigt,Enquesta,Llista d'instàncies de mòduls de curs vistos,Survey,Course module instance list viewed,Encuesta predefinida,Instancia del módulo del curso visualizada
COURSE_MODULE_VIEWED,SURVEY,\mod_survey\event\course_module_viewed,Participating,read,survey,2.7,,Inquérito predefinido,Módulo de disciplina visualizado,Sondaggio,Visualizzato modulo corso,Consultation,Module de cours consulté,Umfrage,Kursmodul angezeigt,Enquesta,Mòdul de curs vist,Survey,Course module viewed,Encuesta predefinida,Módulo de curso visto
SURVEY_REPORT_DOWNLOADED,SURVEY,\mod_survey\event\report_downloaded,Teaching,read,survey,2.7,,Inquérito predefinido,Relatório do inquérito descarregado,Sondaggio,Scaricato report sondaggio,Consultation,Rapport de consultation téléchargé,Umfrage,Bericht zur Befragung heruntergeladen,Enquesta,S'ha descarregat l'informe de l'enquesta,Survey,Survey report downloaded,Encuesta predefinida,Informe de encuesta descargado
SURVEY_REPORT_VIEWED,SURVEY,\mod_survey\event\report_viewed,Teaching,read,survey,2.7,,Inquérito predefinido,Relatório do inquérito visualizado,Sondaggio,Visualizzato report sondaggio,Consultation,Rapport de consultation consulté,Umfrage,Bericht zur Befragung angezeigt,Enquesta,S'ha mostrat l'informe de l'enquesta,Survey,Survey report viewed,Encuesta predefinida,Informe de encuesta visto
SURVEY_RESPONSE_SUBMITTED,SURVEY,\mod_survey\event\response_submitted,Participating,create,,2.7,,Inquérito predefinido,Resposta ao inquérito submetida,Sondaggio,Inviate risposte al sondaggio,Consultation,Réponse à la consultation envoyée,Umfrage,Antwort zur Befragung eingereicht,Enquesta,S'ha enviat la resposta a l'enquesta,Survey,Survey response submitted,Encuesta predefinida,Respuesta a la encuesta enviada
COURSE_MODULE_INSTANCE_LIST_VIEWED,URL,\mod_url\event\course_module_instance_list_viewed,Other,read,,2.7,,URL,Lista de instâncias do módulo de disciplina visualizada,URL,Visualizzato elenco istanze moduli corso,URL,Liste d'instances de module de cours consultée,Link/URL,Liste der Kursmodule angezeigt,URL,Llista d'instàncies de mòduls de curs vistos,URL,Course module instance list viewed,URL,Instancia del módulo del curso visualizada
COURSE_MODULE_VIEWED,URL,\mod_url\event\course_module_viewed,Participating,read,url,2.7,,URL,Módulo de disciplina visualizado,URL,Visualizzato modulo corso,URL,Module de cours consulté,Link/URL,Kursmodul angezeigt,URL,Mòdul de curs vist,URL,Course module viewed,URL,Módulo de curso visto
COMMENT_CREATED,WIKI,\mod_wiki\event\comment_created,Participating,create,comments,2.7,,Wiki,Comentário criado,Wiki,Creato commento,Wiki,Commentaire créé,Wiki,Kommentar angelegt,Wiki,Comentari creat,Wiki,Comment created,Wiki,Comentario creado
COMMENT_DELETED,WIKI,\mod_wiki\event\comment_deleted,Participating,delete,comments,2.7,,Wiki,Comentário apagado,Wiki,Eliminato commento,Wiki,Commentaire supprimé,Wiki,Kommentar gelöscht,Wiki,Comentari suprimit,Wiki,Comment deleted,Wiki,Comentario eliminado
COMMENTS_VIEWED,WIKI,\mod_wiki\event\comments_viewed,Participating,read,wiki_pages,2.7,,Wiki,Comentários visualizados,Wiki,Visualizzato commento,Wiki,Commentaires consultés,Wiki,Kommentare angezeigt,Wiki,Comentaris vists,Wiki,Comments viewed,Wiki,Comentarios vistos
COURSE_MODULE_INSTANCE_LIST_VIEWED,WIKI,\mod_wiki\event\course_module_instance_list_viewed,Other,read,,2.7,,Wiki,Lista de instâncias do módulo de disciplina visualizada,Wiki,Visualizzato elenco istanze moduli corso,Wiki,Liste d'instances de module de cours consultée,Wiki,Liste der Kursmodule angezeigt,Wiki,Llista d'instàncies de mòduls de curs vistos,Wiki,Course module instance list viewed,Wiki,Instancia del módulo del curso visualizada
COURSE_MODULE_VIEWED,WIKI,\mod_wiki\event\course_module_viewed,Participating,read,wiki,2.7,,Wiki,Módulo de disciplina visualizado,Wiki,Visualizzato modulo corso,Wiki,Module de cours consulté,Wiki,Kursmodul angezeigt,Wiki,Mòdul de curs vist,Wiki,Course module viewed,Wiki,Módulo de curso visto
WIKI_PAGE_CREATED,WIKI,\mod_wiki\event\page_created,Participating,create,wiki_pages,2.7,,Wiki,Página do Wiki criada,Wiki,Creata pagina wiki,Wiki,Page de wiki créée,Wiki,Wikiseite angelegt,Wiki,S'ha creat la pàgina wiki,Wiki,Wiki page created,Wiki,Página wiki creada
WIKI_PAGE_DELETED,WIKI,\mod_wiki\event\page_deleted,Participating,delete,wiki_pages,2.7,,Wiki,Página do Wiki eliminada,Wiki,Eliminata pagina wiki,Wiki,Page de wiki supprimée,Wiki,Wikiseite gelöscht,Wiki,S'ha suprimit la pàgina wiki,Wiki,Wiki page deleted,Wiki,Página wiki borrada
WIKI_DIFF_VIEWED,WIKI,\mod_wiki\event\page_diff_viewed,Participating,read,wiki_pages,2.7,,Wiki,Diferenças do Wiki visualizadas,Wiki,Visualizzate differenze wiki,Wiki,Différence de wiki consultée,Wiki,Wikiänderungen angezeigt,Wiki,S'ha visualitzat el diff del wiki,Wiki,Wiki diff viewed,Wiki,Diff de la wiki visto
WIKI_HISTORY_VIEWED,WIKI,\mod_wiki\event\page_history_viewed,Participating,read,wiki_pages,2.7,,Wiki,Histórico do Wiki visualizado,Wiki,Visualizzato storico wiki,Wiki,Historique de wiki consulté,Wiki,Wikiverlauf angezeigt,Wiki,S'ha visualitzat l'historial del wiki,Wiki,Wiki history viewed,Wiki,Historia de la wiki vista
WIKI_PAGE_LOCKS_DELETED,WIKI,\mod_wiki\event\page_locks_deleted,Other,delete,wiki_pages,2.7,,Wiki,Bloqueios de página do Wiki eliminados,Wiki,Eliminato blocco pagina wiki,Wiki,Verrou de page de wiki supprimé,Wiki,Wikiseitensperre aufgehoben,Wiki,S'han suprimit els bloqueigs de la pàgina wiki,Wiki,Wiki page locks deleted,Wiki,Bloqueos de la página wiki borrados
WIKI_PAGE_MAP_VIEWED,WIKI,\mod_wiki\event\page_map_viewed,Participating,read,wiki_pages,2.7,,Wiki,Mapa de páginas do Wiki visualizado,Wiki,Visualizzata mappa pagine wiki,Wiki,Carte de wiki consultée,Wiki,Wikistruktur angezeigt,Wiki,S'ha visualitzat el mapa de pàgines del wiki,Wiki,Wiki page map viewed,Wiki,Mapa de la página wiki visto
WIKI_PAGE_UPDATED,WIKI,\mod_wiki\event\page_updated,Participating,update,wiki_pages,2.7,,Wiki,Página do Wiki atualizada,Wiki,Aggiornata pagina wiki,Wiki,Page de wiki modifiée,Wiki,Wikiseite geändert,Wiki,S'ha actualitzat la pàgina wiki,Wiki,Wiki page updated,Wiki,Página de la wiki actualizada
WIKI_PAGE_VERSION_DELETED,WIKI,\mod_wiki\event\page_version_deleted,Participating,delete,wiki_versions,2.7,,Wiki,Página de versão do Wiki eliminada,Wiki,Eliminata versione pagina wiki,Wiki,Version de page de wiki supprimée,Wiki,Wikiseitenversion gelöscht,Wiki,S'ha suprimit la versió de la pàgina wiki,Wiki,Wiki page version deleted,Wiki,Versión de la página wiki borrada
WIKI_VERSION_RESTORED,WIKI,\mod_wiki\event\page_version_restored,Participating,update,wiki_versions,2.7,,Wiki,Página de versão do Wiki restaurada,Wiki,Ripristinata versione wiki,Wiki,Page de wiki restaurée,Wiki,Wikiseitenversion wiederhergestellt,Wiki,S'ha restaurat la versió wiki,Wiki,Wiki version restored,Wiki,Versión de la wiki restablecida
WIKI_PAGE_VERSION_VIEWED,WIKI,\mod_wiki\event\page_version_viewed,Participating,read,wiki_pages,2.7,,Wiki,Página de versão do Wiki visualizada,Wiki,Visualizzata versione pagina wiki,Wiki,Version de page de wiki consultée,Wiki,Wikiseitenversion angezeigt,Wiki,S'ha mostrat la versió de la pàgina wiki,Wiki,Wiki page version viewed,Wiki,Versión de la página wiki vista
WIKI_PAGE_VIEWED,WIKI,\mod_wiki\event\page_viewed,Participating,read,wiki_pages,2.7,,Wiki,Página do Wiki visualizada,Wiki,Visualizzata pagina wiki,Wiki,Page de wiki consultée,Wiki,Wikiseite angezeigt,Wiki,S'ha mostrat la pàgina wiki,Wiki,Wiki page viewed,Wiki,Página wiki vista
A_SUBMISSION_HAS_BEEN_UPLOADED,WORKSHOP,\mod_workshop\event\assessable_uploaded,Participating,create,workshop_submissions,2.6,assessable_content_uploaded,Workshop,Submissão enviada,Workshop,Caricata consegna,Atelier,Un travail a été déposé.,Gegenseitige Beurteilung,Lösung hochgeladen,Taller,S'ha pujat una tramesa.,Workshop,A submission has been uploaded.,Taller,Se ha subido una entrega.
ASSESSMENT_EVALUATED,WORKSHOP,\mod_workshop\event\assessment_evaluated,Teaching,create,workshop_aggregations,2.7,,Workshop,Fase de Avaliação avaliada,Workshop,Assegnati voti alla valutazione,Atelier,Évaluation notée,Gegenseitige Beurteilung,Beurteilung geprüft,Taller,S'ha avaluat l'avaluació,Workshop,Assessment evaluated,Taller,Calificación evaluada
ASSESSMENT_EVALUATIONS_RESET,WORKSHOP,\mod_workshop\event\assessment_evaluations_reset,Teaching,update,,2.7,,Workshop,Avaliações da Fase de Avaliação respostas,Workshop,Reimpostati voti della valutazione,Atelier,Notes des évaluations réinitialisées,Gegenseitige Beurteilung,Beurteilungsprüfung zurückgesetzt,Taller,Reinicia l'avaluació de l'avaluacions,Workshop,Assessment evaluations reset,Taller,Valoraciones de evaluación restablecidas
ASSESSMENT_REEVALUATED,WORKSHOP,\mod_workshop\event\assessment_reevaluated,Teaching,update,workshop_aggregations,2.7,,Workshop,Fase de Avaliação reavaliada,Workshop,Assegnati di nuovo voti alla valutazione,Atelier,Évaluation ré-évaluée,Gegenseitige Beurteilung,Beurteilung neu geprüft,Taller,S'ha reavaluat l'avaluació,Workshop,Assessment re-evaluated,Taller,Valoración evaluada de nuevo
SUBMISSION_ASSESSMENTS_CLEARED,WORKSHOP,\mod_workshop\event\assessments_reset,Teaching,update,,2.7,,Workshop,Avaliações da submissão limpas,Workshop,Eliminate valutazioni consegna,Atelier,Évaluations de travail effacées,Gegenseitige Beurteilung,Abgabebeurteilungen gelöscht,Taller,S'ha suprimit les avaluacions de la tramesa,Workshop,Submission assessments cleared,Taller,Envíos de valoraciones limpiados
COURSE_MODULE_INSTANCE_LIST_VIEWED,WORKSHOP,\mod_workshop\event\course_module_instance_list_viewed,Other,read,,2.7,,Workshop,Lista de instâncias do módulo de disciplina visualizada,Workshop,Visualizzato elenco istanze moduli corso,Atelier,Liste d'instances de module de cours consultée,Gegenseitige Beurteilung,Liste der Kursmodule angezeigt,Taller,Llista d'instàncies de mòduls de curs vistos,Workshop,Course module instance list viewed,Taller,Instancia del módulo del curso visualizada
COURSE_MODULE_VIEWED,WORKSHOP,\mod_workshop\event\course_module_viewed,Participating,read,workshop,2.6,workshop_viewed,Workshop,Módulo de disciplina visualizado,Workshop,Visualizzato modulo corso,Atelier,Module de cours consulté,Gegenseitige Beurteilung,Kursmodul angezeigt,Taller,Mòdul de curs vist,Workshop,Course module viewed,Taller,Módulo de curso visto
PHASE_SWITCHED,WORKSHOP,\mod_workshop\event\phase_switched,Teaching,update,workshop,2.7,,Workshop,Fase alterada,Workshop,Cambiata fase,Atelier,Phase changée,Gegenseitige Beurteilung,Phase gewechselt,Taller,S'ha commutat la fase,Workshop,Phase switched,Taller,Fase cambiada
SUBMISSION_ASSESSED,WORKSHOP,\mod_workshop\event\submission_assessed,Participating,create,workshop_assessments,2.7,,Workshop,Submissão avaliada,Workshop,Valutata consegna,Atelier,Travail evalué,Gegenseitige Beurteilung,Abgabe beurteilt,Taller,Tramesa avaluada,Workshop,Submission assessed,Taller,Entrega evaluada
SUBMISSION_CREATED,WORKSHOP,\mod_workshop\event\submission_created,Participating,create,workshop_submissions,2.7,,Workshop,Submissão criada,Workshop,Creata consegna,Atelier,Travail créé,Gegenseitige Beurteilung,Abgabe angelegt,Taller,S'ha creat la tramesa,Workshop,Submission created,Taller,Entrega creada
SUBMISSION_DELETED,WORKSHOP,\mod_workshop\event\submission_deleted,Participating,delete,workshop_submissions,3.1,,Workshop,Submissão apagada,Workshop,Eliminata consegna,Atelier,Travail supprimé,Gegenseitige Beurteilung,Abgabe gelöscht,Taller,Tramesa esborrada,Workshop,Submission deleted,Taller,Envío borrado
